Case Number,Date,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Species,Investigator or Source,pdf,href formula,original order,Date_alterated
2016.02.22,2016-02-22 00:00:00,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Surfing,M,puncture wounds to right thigh,N,,"Les Nouvelles Calédoniennes, 2/23/2016",2016.02.22-Noumea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.22-Noumea.pdf,5906,No
2016.02.19,2016-02-19 00:00:00,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,forearm bitten,N,,"Les Nouvelles Calédoniennes, 2/19/2016",2016.02.19-NewCaledonia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.19-NewCaledonia.pdf,5905,No
2016.02.12,2016-02-12 00:00:00,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,avulsion injury to lower leg,N,,S. Harris,2016.02.12-Howe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.12-Howe.pdf,5904,No
2016.02.10.R,2016-02-10 00:00:00,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding,M,minor injury to wrist from southern stingray,N,No shark involvement,R. Branson,2016.02.10.R-Branson-stingray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.10.R-Branson-stingray.pdf,5903,No
2016.02.10,2016-02-10 00:00:00,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,M,"no injury, knocked off board",N,No shark involvement,"C. Black, GSAF",2016.02.11-NettleyBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.11-NettleyBay.pdf,5902,No
2016.02.05,2016-02-05 00:00:00,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,foot nipped,N,,"Courier Mail, 2/5/2016",2016.02.05-Stradbroke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.05-Stradbroke.pdf,5901,No
2016.02.04,2016-02-04 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,M,"no injury, shark bit board",N,,"B. Myatt, GSAF",2016.02.04-Morris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.04-Morris.pdf,5900,No
2016.01.29,2016-01-29 00:00:00,Boat,SOUTH AFRICA,KwaZulu-Natal,nan,Fishing,M,"no injury, shark capsized kayak",N,,"Nine News, 2/1/2016",2016.01.29-DeLange.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.29-DeLange.pdf,5899,No
2016.01.28,2016-01-28 00:00:00,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,lacerations to both hands,N,"Reef shark, 5'",KHON2. 1/28/2016,2016.01.28-Kauai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.28-Kauai.pdf,5898,No
2016.01.25,2016-01-25 00:00:00,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai,",Surfing,F,no injury,N,,"The Garden Island, 2/2/2016",2016.01.25-Waldman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.25-Waldman.pdf,5897,No
2016.01.24.b,2016-01-24 00:00:00,Unprovoked,USA,Texas,Off Surfside,Spearfishing,M,"bruised ribs & tail bone, speargun broken and wetsuit cut",N,Bull sharks x 2,K. Love,2016.01.24.b-Love.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.b-Love.pdf,5896,No
2016.01.24.a,2016-01-24 00:00:00,Boat,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,M,"no injury to occupants, shark leapt into boat",N,Mako shark,"Gulf News, 1/25/2016",2016.01.24.a-UAEboat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.a-UAEboat.pdf,5895,No
2016.01.23,2016-01-23 00:00:00,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Boarding,M,no injury,N,"Tiger shark, 14'","Grand Forks Herald, 1/27/2915",2016.01.23-Mason.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.23-Mason.pdf,5894,No
2016.01.11.R,2016-01-11 00:00:00,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,M,laceration to right foot,N,Wobbegong shark,"ABC Sunshine Coast, 1/11/2016",2016.01.11.R-Hilder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.11.R-Hilder.pdf,5893,No
2016.01.05,2016-01-05 00:00:00,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,M,laceration to right calf,N,Blacktip shark,"Nine News, 1/5/2016",2016.01.05-Davis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.05-Davis.pdf,5892,No
2016.01.02,2016-01-02 00:00:00,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,M,lacerations to arms & leg,N,3 m shark,"Courier Mail, 1/2/2016",2016.01.02-Countryman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.02-Countryman.pdf,5891,No
2015.12.26,2015-12-26 00:00:00,Boat,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Fishing,M,"no injury, kayak damaged",N,"White shark, 3 m","Traveller24, 12/26/2015",2015.12.26-Wardell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.26-Wardell.pdf,5890,No
2015.12.25,2015-12-25 00:00:00,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,lacerations to left forearm,N,"Silky shark, 6.5'","Diaro de Visos, 12/26/2015",2015.12.25-GrandCanary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.25-GrandCanary.pdf,5889,No
2015.12.22,2015-12-22 00:00:00,Unprovoked,USA,Hawaii,La'aloa Beach Park,Boarding,M,"no injury, shark bit board",N,9' shark,"West Hawaii Today, 12/23/2015",2015.12.22-Ford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.22-Ford.pdf,5888,No
2015.12.21.b,2015-12-21 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,"no injury, shark leapt on surfboard",N,"Bronze whaler shark, 6'","The Telegraph, 12/22/;2015",2015.12.21.b-Norburn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.b-Norburn.pdf,5887,No
2015.12.21.a,2015-12-21 00:00:00,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Diving,M,right hand & part of forearm removed,N,"Tiger shark, 1.5 m ","Fox News, 12/22/2015",2015.12.21.a-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.a-Brazil.pdf,5886,No
2015.12.19,2015-12-19 00:00:00,Unprovoked,ARUBA,nan,Boat capsized,,M,fatal,Y,,"Fox News, 12/11/2015",2015.12.19-Aruba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.19-Aruba.pdf,5885,No
2015.12.13,2015-12-13 00:00:00,Boat,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,,"no injury, shark rammed boat & bit motor",N,"White shark, 3.5 m","Courier Mail, 12/15/2015",2015.12.13-Crust-Boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.13-Crust-Boat.pdf,5884,No
2015.12.11,2015-12-11 00:00:00,Unprovoked,BAHAMAS,nan,Off Andros Island,Fishing,M,"bitten on thigh, abdomen & hand",N,Bull shark,"Nassau Guardian, 12/12/2015",2015.12.11-Pinder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11-Pinder.pdf,5883,No
2015.12.08,2015-12-08 00:00:00,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming,F,lacerations to both hands and forearms,N,,"The Bulletin, 12/17/2015",2015.12.08-Scott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.08-Scott.pdf,5882,No
2015.11.16,2015-11-16 00:00:00,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,right heel injured,N,,WFTV. 11/17/2015,2015.11.16-Conti.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.16-Conti.pdf,5880,No
2015.11.15.b,2015-11-15 00:00:00,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,leg injured,N,,"Palm Beach Post, 11/16/2015",2015.11.15.b-PalmBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.b-PalmBeach.pdf,5879,No
2015.11.15.a,2015-11-15 00:00:00,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,lacerations to hand,N,"Spinner shark, 7'","5WPTV, 11/15/2015",2015.11.15.a-Engelman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.a-Engelman.pdf,5878,No
2015.11.10,2015-11-10 00:00:00,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,injury to left thigh,N,"Bull shark, 2.8 to 3.1 m","The Sydney Morning Herald, 11/11/2015",2015.11.10-Morgan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.10-Morgan.pdf,5877,No
2015.12.23,2015-12-23 00:00:00,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,lower left leg injured,N,Shark involvement not confirmed,"Fox25Orlando, 11/7/2015",2015.11.07-Underwood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.07-Underwood.pdf,5876,No
2015.11.03,2015-11-03 00:00:00,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,laceration to right ankle,N,,"Hawaii News Now, 11/4/2015",2015.11.03-O'Leary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.03-O'Leary.pdf,5875,No
2015.11.01.b,2015-11-01 00:00:00,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,injury to right ankle/calf & hand,N,3' to 5' shark,"USA Today, 11/1/2015",2015.11.01.b-Kruse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.b-Kruse.pdf,5874,No
2015.11.01.a,2015-11-01 00:00:00,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,"arms severely injured, surgically amputated",N,,"Coastweek, 12/3/2015",2015.11.01.a-Ernesto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.a-Ernesto.pdf,5873,No
2015.10.30,2015-10-30 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,M,minor injury,N,,"Perth Now, 10/30/2015",2015.10.30-Galli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.30-Galli.pdf,5872,No
2015.10.28.a,2015-10-28 00:00:00,Unprovoked,USA,Hawaii,"Malaka, Oahu",Boarding,M,"lacerations & puncture wounds to right thigh, calf & ankle",N,,"Star Advertiser, 10/28/2015",2015.10.28-Senensi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.28-Senensi.pdf,5871,No
2015.10.25,2015-10-25 00:00:00,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,"lacerations to right calf, knee & hip",N,"White shark, 3 to 3.5m ","News 24, 10/26/2015",2015.10.25-Anderson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.25-Anderson.pdf,5870,No
2015.10.21,2015-10-21 00:00:00,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,lacerations to left hand,N,5' shark,"ClickOrlando.com, 10/21/2015",2015.10.21-Playalinda.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.21-Playalinda.pdf,5869,No
2015.10.19,2015-10-19 00:00:00,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,left foot bitten,N,"Spinner shark, 5'","NBC6.com, 10/19/2015",2015.10.19-Kirn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.19-Kirn.pdf,5868,No
2015.10.17.c,2015-10-17 00:00:00,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing,F,fatal,Y,,Xinhua News Agency,2015.10.17.c-Cavel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.c-Cavel.pdf,5867,No
2015.10.17.b,2015-10-17 00:00:00,Invalid,USA,Hawaii,"Waikiki,",Surfing,M,left foot bitten by eel,N,No shark involvement,"KHON2, 10/17/2015",2015.10.17.b.-Hawaii. pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.b.-Hawaii. pdf,5866,No
2015.10.17.a,2015-10-17 00:00:00,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,injuries to lower legs,N,"Tiger shark, 7'","KHON2, 10/17/2015",2015.10.17.a-Lee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.a-Lee.pdf,5865,No
2015.10.13,2015-10-13 00:00:00,Boat,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Fishing,M,"no injury, shark rammed kayak repeatedly",N,Hammerhead sp.,"The Tribune, 10/28/2015",2015.10.13-Pavacich-kayak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.13-Pavacich-kayak.pdf,5864,No
2015.10.09.b,2015-10-09 00:00:00,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boarding,F,laceration to forearm,N,,"C. Creswell, GSAF",2015.10.09.b-Kershner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.b-Kershner.pdf,5863,No
2015.10.09.a,2015-10-09 00:00:00,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,M,"left leg severed below the knee, defense injuries to left hand",N,"Tiger shark, 13' ","Hawaii News Now, 10/9/2015",2015.10.09.a-Cook.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.a-Cook.pdf,5862,No
2015.10.08,2015-10-08 00:00:00,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,M,"arm severely injured, surgically amputated",N,,Club of Mozambique,2015.10.08-Rafael.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.08-Rafael.pdf,5861,No
2015.10.07,2015-10-07 00:00:00,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,M,foot injured,N,,"Daily Mail, 10/7/2015",2015.10.07-Zawadzki.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.07-Zawadzki.pdf,5860,No
2015.10.05.b,2015-10-05 00:00:00,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Boarding,M,2 lacerations to ankle,N,,"WPBF.com, 10/6/2015",2015.10.05.b-FtPierce.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.b-FtPierce.pdf,5859,No
2015.10.05.a,2015-10-05 00:00:00,Unprovoked,USA,Texas,Galveston,Wading,M,foot & hands bitten,N,4' to 5' shark,"Houston Chronicle, 10/5/2015",2015.10.05.a-Slaughter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.a-Slaughter.pdf,5858,No
2015.10.04,2015-10-04 00:00:00,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,severe lacerations to left hand,N,"Blacktip shark, 4' to 5'","CNN, 10/4/2015",2015.10.04-Tarasovic.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.04-Tarasovic.pdf,5857,No
2015.09.29,2015-09-29 00:00:00,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,M,"laceration to heel, puncture wounds to dorsum of foot",N,"Blacktip shark, 5' to 6'","First Coast News, 9/30/2015",2015.09.29-Morrison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.29-Morrison.pdf,5856,No
2015.09.26,2015-09-26 00:00:00,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,F,laceration to leg,N,,"The Cairns Post, 9/28/2015",2015.09.26-QLD.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.26-QLD.pdf,5855,No
2015.09.24,2015-09-24 00:00:00,Unprovoked,USA,California,"Horseshoe Rock, Santa Barbara County",Fishing,M,"no injury, kayak damaged",N,"White shark, 19'",R. Collier,2015.09.24-Kenney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.24-Kenney.pdf,5854,No
2015.09.20.d,2015-09-20 00:00:00,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,minor injury to left ankle,N,juvenile shark,"Orlando Sentinel, 9/20/2015",2015.09.20.d-NSB.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.d-NSB.pdf,5853,No
2015.09.20.c,2015-09-20 00:00:00,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,M,severe laceration to left leg,N,"Tiger shark, 13'","Big Island Video, 9/20/2015",2015.09.20.c-Braxton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.c-Braxton.pdf,5852,No
2015.09.20.b,2015-09-20 00:00:00,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,M,significant injuries to leg,N,4' shark,"News4Jax, 9/21/2015",2015.09.20.b-Bitner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.b-Bitner.pdf,5851,No
2015.09.20.a,2015-09-20 00:00:00,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Photographing,M,injury to right hand / wrist,N,,"News4JAX, 9/21/2015",2015.09.20.a-Schiavo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.a-Schiavo.pdf,5850,No
2015.09.18,2015-09-18 00:00:00,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",Swimming,M,lacerations to calf,N,,"Action News Jax, 9/23/2015",2015.09.18-Vergenz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.18-Vergenz.pdf,5849,No
2015.09.17,2015-09-17 00:00:00,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,injury to right foot,N,,"News4JAX, 9/15/2015",2015.09.17-Liebetrau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.17-Liebetrau.pdf,5848,No
2015.09.08,2015-09-08 00:00:00,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,M,minor laceration to hand,N,6' shark,"ABC News, 9/8/2015",2015.09.08-Daniels.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.08-Daniels.pdf,5847,No
2015.09.06,2015-09-06 00:00:00,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Paddleboarding,F,"no injury, shark struck board, tossing her into the sea",N,"White shark, 11' to 12'","R. Collier, GSAF",2015.09.06-Gennaro.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.06-Gennaro.pdf,5846,No
2015.09.05,2015-09-05 00:00:00,Provoked,USA,California,"Deer Creek Beach, Ventura County",Fishing,M,laceration to dorsum of foot by hooked shark  provoked incident,N,Hammerhead shark.,"R. Collier, GSAF",2015.09.05-Marks.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.05-Marks.pdf,5845,No
2015.09.04,2015-09-04 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Skiing,M,inuries to lower left leg & ankle,N,"White shark, 2.5 m","The Sydney Morning Herald, 9/4/2015",2015.09.04-Quinliven.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.04-Quinliven.pdf,5844,No
2015.09.03,2015-09-03 00:00:00,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,M,right foot bitten,N,4' shark?,"C. Creswell, GSAF",2015.09.03-Wagner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.03-Wagner.pdf,5843,No
2015.09.01,2015-09-01 00:00:00,Unprovoked,THAILAND,Phuket,Karon Beach,Wading,F,left foot & ankle bitten,N,small shark,"Phuket Gazette, 9/1/2015",2015.09.01-Neame.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.01-Neame.pdf,5842,No
2015.09.00,2015-09-01 00:00:00,Unprovoked,FIJI,nan,nan,Spearfishing,M,leg bitten,N,Tiger shark,"Fiji Times, 2/8/2016",2015.09.00-Lautiki.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.00-Lautiki.pdf,5841,Yes
2015.08.29.b,2015-08-29 00:00:00,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,"no injury, surfboard bitten",N,"White shark, 11' to 12'","R. Collier, GSAF",2015.08.29.b-Dempsey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.b-Dempsey.pdf,5840,No
2015.08.29.a,2015-08-29 00:00:00,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,"no injury, shark struk sufer's leg and his board",N,"White shark, 10' to 12' ","R. Collier, GSAF",2015.08.29.a-Phillips.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.a-Phillips.pdf,5839,No
2015.08.22.b,2015-08-22 00:00:00,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",,M,wound to right lower leg,N,Shark involvement not confirmed,"Brevard Times, 8/22/2015",2015.08.22.b-CocoaBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.b-CocoaBeach.pdf,5838,No
2015.08.22.a,2015-08-22 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,severe laceration to left buttock & thigh,N,,"Daily Telegraph, 8/22/2015",2015.08.22.a-Carr.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.a-Carr.pdf,5837,No
2015.08.20,2015-08-20 00:00:00,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,"injuries to left calf, arm and hand",N,4' shark,"C. Creswell, GSAF",2015.08.20-Peyton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.20-Peyton.pdf,5836,No
2015.08.19,2015-08-19 00:00:00,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,lacerations to right leg,N,3' shark,"ABC News, 8/21/2015",2015.08.19-Szsarmack,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.19-Szsarmack,5835,No
2015.08.18.b,2015-08-18 00:00:00,Unprovoked,USA,California,Santa Barbara County,Fishing,M,"no injury, kayak bitten",N,"White shark, 13'","R. Collier, GSAF",2015.08.18.b-Lyon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.b-Lyon.pdf,5834,No
2015.08.18.a,2015-08-18 00:00:00,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,M,minor injury when he attempted to touch a fish.,N,Shark involvement not confirmed,"The Local, 8/18/2015",2015.08.18.a-Benidorm.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.a-Benidorm.pdf,5833,No
2015.08.10,2015-08-10 00:00:00,Provoked,USA,California,Cortes Bank,Spearfishing,M,right hand bitten  provoked incident,N,Hammerhead shark. 6' to 7',"NBC San Diego, 8/13/2015",2015.08.10-Shafer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.10-Shafer.pdf,5832,No
2015.07.31,2015-07-31 00:00:00,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,"lacerations and puncture wounds to hip, thigh, arm and hand",N,White shark,"Daily Telegraph, 7/31/2015",2015.07.31-Ison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.31-Ison.pdf,5831,No
2015.07.26.b,2015-07-26 00:00:00,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,minor injury to sole of foot,N,"Blacktip or spinner shark, 4'",CBS 7/27/2015,2015.07.26.b-Warrilow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.b-Warrilow.pdf,5830,No
2015.07.26.a,2015-07-26 00:00:00,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,"2' cut to dorsum of foot, 2 puncture wounds to sole",N,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed","C. Creswell, GSAF, ABC 11, 7/27/2015",2015.07.26.a-Edisto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.a-Edisto.pdf,5829,No
